run_id,dataset,method,noise,seed,found_eq,r2,time_s,status
bacon3_T-1_N0.1_S48,T-1,bacon3,0.1,48,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.1_S49,T-1,bacon3,0.1,49,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.1_S50,T-1,bacon3,0.1,50,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.1_S51,T-1,bacon3,0.1,51,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon7_T-1_N0.1_S42,T-1,bacon7,0.1,42,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S43,T-1,bacon7,0.1,43,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S44,T-1,bacon7,0.1,44,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S45,T-1,bacon7,0.1,45,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S46,T-1,bacon7,0.1,46,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S47,T-1,bacon7,0.1,47,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S48,T-1,bacon7,0.1,48,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S49,T-1,bacon7,0.1,49,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S50,T-1,bacon7,0.1,50,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.1_S51,T-1,bacon7,0.1,51,No law found,0.0000,0.00,Failed
bacon3_T-2_N0.0_S42,T-2,bacon3,0.0,42,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S43,T-2,bacon3,0.0,43,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S44,T-2,bacon3,0.0,44,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S45,T-2,bacon3,0.0,45,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S46,T-2,bacon3,0.0,46,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S47,T-2,bacon3,0.0,47,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S48,T-2,bacon3,0.0,48,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S49,T-2,bacon3,0.0,49,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S50,T-2,bacon3,0.0,50,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon3_T-2_N0.0_S51,T-2,bacon3,0.0,51,F = 1 * (k*x) + 0,1.0000,0.01,Success
bacon7_T-2_N0.0_S42,T-2,bacon7,0.0,42,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S43,T-2,bacon7,0.0,43,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S44,T-2,bacon7,0.0,44,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S45,T-2,bacon7,0.0,45,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S46,T-2,bacon7,0.0,46,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S47,T-2,bacon7,0.0,47,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S48,T-2,bacon7,0.0,48,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S49,T-2,bacon7,0.0,49,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S50,T-2,bacon7,0.0,50,F/(k*x) = 1,1.0000,0.00,Success
bacon7_T-2_N0.0_S51,T-2,bacon7,0.0,51,F/(k*x) = 1,1.0000,0.00,Success
bacon3_T-2_N0.01_S42,T-2,bacon3,0.01,42,F = 0.9963 * (k*x) + 0.003671,0.9973,0.01,Success
bacon3_T-2_N0.01_S43,T-2,bacon3,0.01,43,F = 0.994 * (k*x) - 0.02043,0.9974,0.01,Success
bacon3_T-2_N0.01_S44,T-2,bacon3,0.01,44,F = 1.001 * (k*x) - 0.01794,0.9977,0.01,Success
bacon3_T-2_N0.01_S45,T-2,bacon3,0.01,45,F = 1.003 * (k*x) - 0.00513,0.9978,0.01,Success
bacon3_T-2_N0.01_S46,T-2,bacon3,0.01,46,F = 1.001 * (k*x) + 0.01422,0.9979,0.01,Success
bacon3_T-2_N0.01_S47,T-2,bacon3,0.01,47,F = 1 * (k*x) - 0.001745,0.9975,0.01,Success
bacon3_T-2_N0.01_S48,T-2,bacon3,0.01,48,F = 0.9972 * (k*x) + 0.009169,0.9973,0.01,Success
bacon3_T-2_N0.01_S49,T-2,bacon3,0.01,49,F = 1.003 * (k*x) - 0.00201,0.9976,0.01,Success
bacon3_T-2_N0.01_S50,T-2,bacon3,0.01,50,F = 0.9961 * (k*x) - 0.02051,0.9973,0.01,Success
bacon3_T-2_N0.01_S51,T-2,bacon3,0.01,51,F = 0.9986 * (k*x) - 0.007422,0.9974,0.01,Success
bacon7_T-2_N0.01_S42,T-2,bacon7,0.01,42,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S43,T-2,bacon7,0.01,43,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S44,T-2,bacon7,0.01,44,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S45,T-2,bacon7,0.01,45,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S46,T-2,bacon7,0.01,46,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S47,T-2,bacon7,0.01,47,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S48,T-2,bacon7,0.01,48,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S49,T-2,bacon7,0.01,49,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S50,T-2,bacon7,0.01,50,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.01_S51,T-2,bacon7,0.01,51,No law found,0.0000,0.00,Failed
bacon3_T-2_N0.02_S42,T-2,bacon3,0.02,42,F = 0.9926 * (k*x) + 0.007343,0.9890,0.01,Success
bacon3_T-2_N0.02_S43,T-2,bacon3,0.02,43,F = 0.9879 * (k*x) - 0.04086,0.9895,0.01,Success
bacon3_T-2_N0.02_S44,T-2,bacon3,0.02,44,F = 1.001 * (k*x) - 0.03588,0.9909,0.01,Success
bacon3_T-2_N0.02_S45,T-2,bacon3,0.02,45,F = 1.006 * (k*x) - 0.01026,0.9915,0.01,Success
bacon3_T-2_N0.02_S46,T-2,bacon3,0.02,46,F = 1.002 * (k*x) + 0.02844,0.9915,0.01,Success
bacon3_T-2_N0.02_S47,T-2,bacon3,0.02,47,F = 0.9999 * (k*x) - 0.003491,0.9901,0.01,Success
bacon3_T-2_N0.02_S48,T-2,bacon3,0.02,48,F = 0.9944 * (k*x) + 0.01834,0.9891,0.01,Success
bacon3_T-2_N0.02_S49,T-2,bacon3,0.02,49,F = 1.006 * (k*x) - 0.00402,0.9904,0.01,Success
bacon3_T-2_N0.02_S50,T-2,bacon3,0.02,50,F = 0.9922 * (k*x) - 0.04102,0.9892,0.01,Success
bacon3_T-2_N0.02_S51,T-2,bacon3,0.02,51,F = 0.9972 * (k*x) - 0.01484,0.9898,0.01,Success
bacon7_T-2_N0.02_S42,T-2,bacon7,0.02,42,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S43,T-2,bacon7,0.02,43,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S44,T-2,bacon7,0.02,44,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S45,T-2,bacon7,0.02,45,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S46,T-2,bacon7,0.02,46,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S47,T-2,bacon7,0.02,47,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S48,T-2,bacon7,0.02,48,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S49,T-2,bacon7,0.02,49,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S50,T-2,bacon7,0.02,50,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.02_S51,T-2,bacon7,0.02,51,No law found,0.0000,0.00,Failed
bacon3_T-2_N0.05_S42,T-2,bacon3,0.05,42,F = 0.128 * (F*k) + 0.02716,0.9199,0.01,Success
bacon3_T-2_N0.05_S43,T-2,bacon3,0.05,43,F = 0.1282 * (F*k) + 0.02917,0.9346,0.00,Success
bacon3_T-2_N0.05_S44,T-2,bacon3,0.05,44,F = 0.1272 * (F*k) - 0.1639,0.9345,0.00,Success
bacon3_T-2_N0.05_S45,T-2,bacon3,0.05,45,F = 0.1258 * (F*k) + 0.09336,0.9348,0.00,Success
bacon3_T-2_N0.05_S46,T-2,bacon3,0.05,46,F = 0.1308 * (F*k) - 0.003354,0.9213,0.00,Success
bacon3_T-2_N0.05_S47,T-2,bacon3,0.05,47,F = 0.122 * (F*k) + 0.1335,0.9295,0.00,Success
bacon3_T-2_N0.05_S48,T-2,bacon3,0.05,48,F = 0.1254 * (F*k) + 0.00946,0.9293,0.00,Success
bacon3_T-2_N0.05_S49,T-2,bacon3,0.05,49,F = 0.1296 * (F*k) - 0.02335,0.9340,0.00,Success
bacon3_T-2_N0.05_S50,T-2,bacon3,0.05,50,F = 0.1256 * (F*k) + 0.0007434,0.9340,0.00,Success
bacon3_T-2_N0.05_S51,T-2,bacon3,0.05,51,F = 0.1267 * (F*k) - 0.0411,0.9301,0.00,Success
bacon7_T-2_N0.05_S42,T-2,bacon7,0.05,42,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S43,T-2,bacon7,0.05,43,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S44,T-2,bacon7,0.05,44,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S45,T-2,bacon7,0.05,45,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S46,T-2,bacon7,0.05,46,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S47,T-2,bacon7,0.05,47,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S48,T-2,bacon7,0.05,48,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S49,T-2,bacon7,0.05,49,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S50,T-2,bacon7,0.05,50,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.05_S51,T-2,bacon7,0.05,51,No law found,0.0000,0.00,Failed
bacon3_T-2_N0.1_S42,T-2,bacon3,0.1,42,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_T-2_N0.1_S43,T-2,bacon3,0.1,43,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_T-2_N0.1_S44,T-2,bacon3,0.1,44,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_T-2_N0.1_S45,T-2,bacon3,0.1,45,F = 0.1273 * (F*k) + 0.09836,0.9205,0.00,Success
bacon3_T-2_N0.1_S46,T-2,bacon3,0.1,46,F = 0.1321 * (F*k) - 0.01291,0.9096,0.00,Success
bacon3_T-2_N0.1_S47,T-2,bacon3,0.1,47,F = 0.1248 * (F*k) + 0.1565,0.9065,0.00,Success
bacon3_T-2_N0.1_S48,T-2,bacon3,0.1,48,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_T-2_N0.1_S49,T-2,bacon3,0.1,49,F = 0.1326 * (F*k) + 0.00952,0.9184,0.00,Success
bacon3_T-2_N0.1_S50,T-2,bacon3,0.1,50,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_T-2_N0.1_S51,T-2,bacon3,0.1,51,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon7_T-2_N0.1_S42,T-2,bacon7,0.1,42,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S43,T-2,bacon7,0.1,43,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S44,T-2,bacon7,0.1,44,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S45,T-2,bacon7,0.1,45,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S46,T-2,bacon7,0.1,46,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S47,T-2,bacon7,0.1,47,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S48,T-2,bacon7,0.1,48,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S49,T-2,bacon7,0.1,49,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S50,T-2,bacon7,0.1,50,No law found,0.0000,0.00,Failed
bacon7_T-2_N0.1_S51,T-2,bacon7,0.1,51,No law found,0.0000,0.00,Failed
bacon3_T-3_N0.0_S42,T-3,bacon3,0.0,42,s = 4.905 * (t**2) + 0,1.0000,0.08,Success
bacon3_T-3_N0.0_S43,T-3,bacon3,0.0,43,s = 4.905 * (t**2) + 0,1.0000,0.07,Success
bacon3_T-3_N0.0_S44,T-3,bacon3,0.0,44,s = 4.905 * (t**2) + 0,1.0000,0.07,Success
bacon3_T-3_N0.0_S45,T-3,bacon3,0.0,45,s = 4.905 * (t**2) + 0,1.0000,0.07,Success
bacon3_T-3_N0.0_S46,T-3,bacon3,0.0,46,s = 4.905 * (t**2) + 0,1.0000,0.07,Success
bacon3_T-3_N0.0_S47,T-3,bacon3,0.0,47,s = 4.905 * (t**2) + 0,1.0000,0.07,Success
bacon3_T-3_N0.0_S48,T-3,bacon3,0.0,48,s = 4.905 * (t**2) + 0,1.0000,0.08,Success
bacon3_T-3_N0.0_S49,T-3,bacon3,0.0,49,s = 4.905 * (t**2) + 0,1.0000,0.09,Success
bacon3_T-3_N0.0_S50,T-3,bacon3,0.0,50,s = 4.905 * (t**2) + 0,1.0000,0.08,Success
bacon3_T-3_N0.0_S51,T-3,bacon3,0.0,51,s = 4.905 * (t**2) + 0,1.0000,0.08,Success
bacon7_T-3_N0.0_S42,T-3,bacon7,0.0,42,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S43,T-3,bacon7,0.0,43,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S44,T-3,bacon7,0.0,44,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S45,T-3,bacon7,0.0,45,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S46,T-3,bacon7,0.0,46,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S47,T-3,bacon7,0.0,47,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S48,T-3,bacon7,0.0,48,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S49,T-3,bacon7,0.0,49,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S50,T-3,bacon7,0.0,50,s/t² = 4.905,1.0000,0.01,Success
bacon7_T-3_N0.0_S51,T-3,bacon7,0.0,51,s/t² = 4.905,1.0000,0.02,Success
bacon3_T-3_N0.01_S42,T-3,bacon3,0.01,42,s = 4.92 * (t**2) - 0.03257,0.9987,0.06,Success
bacon3_T-3_N0.01_S43,T-3,bacon3,0.01,43,s = 4.913 * (t**2) - 0.009054,0.9987,0.04,Success
bacon3_T-3_N0.01_S44,T-3,bacon3,0.01,44,s = 4.908 * (t**2) + 0.01595,0.9989,0.04,Success
bacon3_T-3_N0.01_S45,T-3,bacon3,0.01,45,s = 4.908 * (t**2) - 0.007754,0.9987,0.04,Success
bacon3_T-3_N0.01_S46,T-3,bacon3,0.01,46,s = 4.903 * (t**2) + 0.002093,0.9987,0.03,Success
bacon3_T-3_N0.01_S47,T-3,bacon3,0.01,47,s = 4.913 * (t**2) - 0.03301,0.9990,0.04,Success
bacon3_T-3_N0.01_S48,T-3,bacon3,0.01,48,s = 4.903 * (t**2) + 0.01428,0.9990,0.03,Success
bacon3_T-3_N0.01_S49,T-3,bacon3,0.01,49,s = 4.911 * (t**2) + 0.009071,0.9989,0.03,Success
bacon3_T-3_N0.01_S50,T-3,bacon3,0.01,50,s = 4.893 * (t**2) + 0.02244,0.9988,0.03,Success
bacon3_T-3_N0.01_S51,T-3,bacon3,0.01,51,s = 4.877 * (t**2) + 0.04038,0.9989,0.03,Success
bacon7_T-3_N0.01_S42,T-3,bacon7,0.01,42,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S43,T-3,bacon7,0.01,43,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S44,T-3,bacon7,0.01,44,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S45,T-3,bacon7,0.01,45,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S46,T-3,bacon7,0.01,46,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S47,T-3,bacon7,0.01,47,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S48,T-3,bacon7,0.01,48,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S49,T-3,bacon7,0.01,49,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S50,T-3,bacon7,0.01,50,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.01_S51,T-3,bacon7,0.01,51,No law found,0.0000,0.00,Failed
bacon3_T-3_N0.02_S42,T-3,bacon3,0.02,42,s = 4.935 * (t**2) - 0.06515,0.9950,0.04,Success
bacon3_T-3_N0.02_S43,T-3,bacon3,0.02,43,s = 4.921 * (t**2) - 0.01811,0.9950,0.03,Success
bacon3_T-3_N0.02_S44,T-3,bacon3,0.02,44,s = 4.91 * (t**2) + 0.03191,0.9954,0.03,Success
bacon3_T-3_N0.02_S45,T-3,bacon3,0.02,45,s = 4.912 * (t**2) - 0.01551,0.9948,0.03,Success
bacon3_T-3_N0.02_S46,T-3,bacon3,0.02,46,s = 4.9 * (t**2) + 0.004186,0.9950,0.03,Success
bacon3_T-3_N0.02_S47,T-3,bacon3,0.02,47,s = 4.921 * (t**2) - 0.06603,0.9962,0.03,Success
bacon3_T-3_N0.02_S48,T-3,bacon3,0.02,48,s = 4.901 * (t**2) + 0.02856,0.9959,0.03,Success
bacon3_T-3_N0.02_S49,T-3,bacon3,0.02,49,s = 4.917 * (t**2) + 0.01814,0.9956,0.03,Success
bacon3_T-3_N0.02_S50,T-3,bacon3,0.02,50,s = 4.881 * (t**2) + 0.04487,0.9954,0.03,Success
bacon3_T-3_N0.02_S51,T-3,bacon3,0.02,51,s = 4.848 * (t**2) + 0.08076,0.9955,0.03,Success
bacon7_T-3_N0.02_S42,T-3,bacon7,0.02,42,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S43,T-3,bacon7,0.02,43,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S44,T-3,bacon7,0.02,44,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S45,T-3,bacon7,0.02,45,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S46,T-3,bacon7,0.02,46,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S47,T-3,bacon7,0.02,47,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S48,T-3,bacon7,0.02,48,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S49,T-3,bacon7,0.02,49,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S50,T-3,bacon7,0.02,50,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.02_S51,T-3,bacon7,0.02,51,No law found,0.0000,0.00,Failed
bacon3_T-3_N0.05_S42,T-3,bacon3,0.05,42,s = 0.5322 * (s*t) + 1.275,0.9611,0.01,Success
bacon3_T-3_N0.05_S43,T-3,bacon3,0.05,43,s = 0.5228 * (s*t) + 1.428,0.9594,0.02,Success
bacon3_T-3_N0.05_S44,T-3,bacon3,0.05,44,s = 0.5244 * (s*t) + 1.448,0.9653,0.02,Success
bacon3_T-3_N0.05_S45,T-3,bacon3,0.05,45,s = 0.524 * (s*t) + 1.383,0.9564,0.02,Success
bacon3_T-3_N0.05_S46,T-3,bacon3,0.05,46,s = 0.5315 * (s*t) + 1.345,0.9614,0.02,Success
bacon3_T-3_N0.05_S47,T-3,bacon3,0.05,47,s = 0.5193 * (s*t) + 1.364,0.9653,0.02,Success
bacon3_T-3_N0.05_S48,T-3,bacon3,0.05,48,s = 0.5103 * (s*t) + 1.552,0.9681,0.02,Success
bacon3_T-3_N0.05_S49,T-3,bacon3,0.05,49,s = 0.5246 * (s*t) + 1.412,0.9616,0.02,Success
bacon3_T-3_N0.05_S50,T-3,bacon3,0.05,50,s = 0.5171 * (s*t) + 1.516,0.9650,0.02,Success
bacon3_T-3_N0.05_S51,T-3,bacon3,0.05,51,s = 0.5236 * (s*t) + 1.469,0.9667,0.02,Success
bacon7_T-3_N0.05_S42,T-3,bacon7,0.05,42,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S43,T-3,bacon7,0.05,43,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S44,T-3,bacon7,0.05,44,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S45,T-3,bacon7,0.05,45,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S46,T-3,bacon7,0.05,46,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S47,T-3,bacon7,0.05,47,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S48,T-3,bacon7,0.05,48,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S49,T-3,bacon7,0.05,49,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S50,T-3,bacon7,0.05,50,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.05_S51,T-3,bacon7,0.05,51,No law found,0.0000,0.00,Failed
bacon3_T-3_N0.1_S42,T-3,bacon3,0.1,42,s = 0.5429 * (s*t) + 1.114,0.9374,0.00,Success
bacon3_T-3_N0.1_S43,T-3,bacon3,0.1,43,s = 0.5309 * (s*t) + 1.335,0.9317,0.00,Success
bacon3_T-3_N0.1_S44,T-3,bacon3,0.1,44,s = 0.5309 * (s*t) + 1.427,0.9431,0.00,Success
bacon3_T-3_N0.1_S45,T-3,bacon3,0.1,45,s = 0.5344 * (s*t) + 1.257,0.9268,0.00,Success
bacon3_T-3_N0.1_S46,T-3,bacon3,0.1,46,s = 0.5401 * (s*t) + 1.278,0.9393,0.00,Success
bacon3_T-3_N0.1_S47,T-3,bacon3,0.1,47,s = 0.5287 * (s*t) + 1.208,0.9471,0.00,Success
bacon3_T-3_N0.1_S48,T-3,bacon3,0.1,48,s = 0.5132 * (s*t) + 1.554,0.9521,0.00,Success
bacon3_T-3_N0.1_S49,T-3,bacon3,0.1,49,s = 0.5317 * (s*t) + 1.37,0.9414,0.00,Success
bacon3_T-3_N0.1_S50,T-3,bacon3,0.1,50,s = 0.5206 * (s*t) + 1.524,0.9442,0.00,Success
bacon3_T-3_N0.1_S51,T-3,bacon3,0.1,51,s = 0.5271 * (s*t) + 1.497,0.9488,0.01,Success
bacon7_T-3_N0.1_S42,T-3,bacon7,0.1,42,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S43,T-3,bacon7,0.1,43,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S44,T-3,bacon7,0.1,44,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S45,T-3,bacon7,0.1,45,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S46,T-3,bacon7,0.1,46,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S47,T-3,bacon7,0.1,47,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S48,T-3,bacon7,0.1,48,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S49,T-3,bacon7,0.1,49,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S50,T-3,bacon7,0.1,50,No law found,0.0000,0.00,Failed
bacon7_T-3_N0.1_S51,T-3,bacon7,0.1,51,No law found,0.0000,0.00,Failed
bacon3_T-4_N0.0_S42,T-4,bacon3,0.0,42,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S43,T-4,bacon3,0.0,43,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S44,T-4,bacon3,0.0,44,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S45,T-4,bacon3,0.0,45,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S46,T-4,bacon3,0.0,46,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S47,T-4,bacon3,0.0,47,Failed to find a simple closing relation.,0.0000,0.02,Failed
bacon3_T-4_N0.0_S48,T-4,bacon3,0.0,48,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S49,T-4,bacon3,0.0,49,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S50,T-4,bacon3,0.0,50,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.0_S51,T-4,bacon3,0.0,51,Failed to find a simple closing relation.,0.0000,0.02,Failed
bacon7_T-4_N0.0_S42,T-4,bacon7,0.0,42,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S43,T-4,bacon7,0.0,43,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S44,T-4,bacon7,0.0,44,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S45,T-4,bacon7,0.0,45,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S46,T-4,bacon7,0.0,46,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S47,T-4,bacon7,0.0,47,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S48,T-4,bacon7,0.0,48,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S49,T-4,bacon7,0.0,49,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S50,T-4,bacon7,0.0,50,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon7_T-4_N0.0_S51,T-4,bacon7,0.0,51,T*n/(P*V) = 0.1203,1.0000,0.01,Success
bacon3_T-4_N0.01_S42,T-4,bacon3,0.01,42,T = 0.0612 * (T**2*n) + 2.23,0.9330,0.03,Success
bacon3_T-4_N0.01_S43,T-4,bacon3,0.01,43,T = 0.06211 * (T**2*n) + 2.237,0.9354,0.03,Success
bacon3_T-4_N0.01_S44,T-4,bacon3,0.01,44,T = 0.07376 * (T**2) + 2.543,0.9337,0.03,Success
bacon3_T-4_N0.01_S45,T-4,bacon3,0.01,45,T = 0.07639 * (T**2) + 2.556,0.9300,0.03,Success
bacon3_T-4_N0.01_S46,T-4,bacon3,0.01,46,T = 0.07507 * (T**2) + 2.514,0.9175,0.03,Success
bacon3_T-4_N0.01_S47,T-4,bacon3,0.01,47,T = 0.07353 * (T**2) + 2.659,0.9117,0.03,Success
bacon3_T-4_N0.01_S48,T-4,bacon3,0.01,48,T = 0.05974 * (T**2*n) + 2.356,0.9313,0.03,Success
bacon3_T-4_N0.01_S49,T-4,bacon3,0.01,49,T = 0.06132 * (T**2*n) + 2.227,0.9256,0.03,Success
bacon3_T-4_N0.01_S50,T-4,bacon3,0.01,50,T = 0.07656 * (T**2) + 2.535,0.9304,0.03,Success
bacon3_T-4_N0.01_S51,T-4,bacon3,0.01,51,T = 0.07525 * (T**2) + 2.554,0.9209,0.03,Success
bacon7_T-4_N0.01_S42,T-4,bacon7,0.01,42,0.05593*n + T/(P*V) = 0.1672,0.9929,0.02,Success
