run_id,dataset,method,noise,seed,found_eq,r2,time_s,status
bacon7_S-3_N0.01_S49,S-3,bacon7,0.01,49,x2*y/x1 = 0.8066,0.8030,0.01,Success
bacon7_S-3_N0.01_S50,S-3,bacon7,0.01,50,x2*y/x1 = 0.7999,0.8043,0.01,Success
bacon7_S-3_N0.01_S51,S-3,bacon7,0.01,51,x2*y/x1 = 0.8081,0.7717,0.01,Success
bacon3_S-3_N0.02_S42,S-3,bacon3,0.02,42,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.02_S43,S-3,bacon3,0.02,43,y = 0.5807 * (x1/x2) + 0.2133,0.9561,0.04,Success
bacon3_S-3_N0.02_S44,S-3,bacon3,0.02,44,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.02_S45,S-3,bacon3,0.02,45,y = 0.5554 * (x1/x2) + 0.2501,0.9497,0.04,Success
bacon3_S-3_N0.02_S46,S-3,bacon3,0.02,46,y = 0.3088 * (y**2) + 0.524,0.9033,0.01,Success
bacon3_S-3_N0.02_S47,S-3,bacon3,0.02,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.02_S48,S-3,bacon3,0.02,48,y = 0.5904 * (x1/x2) + 0.2228,0.9506,0.03,Success
bacon3_S-3_N0.02_S49,S-3,bacon3,0.02,49,y = 0.2841 * (y**2) + 0.5736,0.9074,0.01,Success
bacon3_S-3_N0.02_S50,S-3,bacon3,0.02,50,y = 0.5782 * (x1/x2) + 0.2168,0.9556,0.04,Success
bacon3_S-3_N0.02_S51,S-3,bacon3,0.02,51,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon7_S-3_N0.02_S42,S-3,bacon7,0.02,42,x2*y/x1 = 0.815,0.7627,0.01,Success
bacon7_S-3_N0.02_S43,S-3,bacon7,0.02,43,x2*y/x1 = 0.7957,0.8116,0.01,Success
bacon7_S-3_N0.02_S44,S-3,bacon7,0.02,44,x2*y/x1 = 0.7844,0.7804,0.01,Success
bacon7_S-3_N0.02_S45,S-3,bacon7,0.02,45,x2*y/x1 = 0.8033,0.7404,0.01,Success
bacon7_S-3_N0.02_S46,S-3,bacon7,0.02,46,x2*y/x1 = 0.8076,0.7790,0.01,Success
bacon7_S-3_N0.02_S47,S-3,bacon7,0.02,47,x2*y/x1 = 0.8213,0.7704,0.01,Success
bacon7_S-3_N0.02_S48,S-3,bacon7,0.02,48,x2*y/x1 = 0.8157,0.7927,0.01,Success
bacon7_S-3_N0.02_S49,S-3,bacon7,0.02,49,x2*y/x1 = 0.8105,0.7844,0.01,Success
bacon7_S-3_N0.02_S50,S-3,bacon7,0.02,50,x2*y/x1 = 0.7928,0.8096,0.01,Success
bacon7_S-3_N0.02_S51,S-3,bacon7,0.02,51,x2*y/x1 = 0.8077,0.7623,0.01,Success
bacon3_S-3_N0.05_S42,S-3,bacon3,0.05,42,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S43,S-3,bacon3,0.05,43,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S44,S-3,bacon3,0.05,44,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S45,S-3,bacon3,0.05,45,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S46,S-3,bacon3,0.05,46,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S47,S-3,bacon3,0.05,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S48,S-3,bacon3,0.05,48,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S49,S-3,bacon3,0.05,49,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S50,S-3,bacon3,0.05,50,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.05_S51,S-3,bacon3,0.05,51,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon7_S-3_N0.05_S42,S-3,bacon7,0.05,42,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S43,S-3,bacon7,0.05,43,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S44,S-3,bacon7,0.05,44,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S45,S-3,bacon7,0.05,45,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S46,S-3,bacon7,0.05,46,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S47,S-3,bacon7,0.05,47,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S48,S-3,bacon7,0.05,48,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S49,S-3,bacon7,0.05,49,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S50,S-3,bacon7,0.05,50,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.05_S51,S-3,bacon7,0.05,51,No law found,0.0000,0.00,Failed
bacon3_S-3_N0.1_S42,S-3,bacon3,0.1,42,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.1_S43,S-3,bacon3,0.1,43,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.1_S44,S-3,bacon3,0.1,44,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_S-3_N0.1_S45,S-3,bacon3,0.1,45,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.1_S46,S-3,bacon3,0.1,46,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.1_S47,S-3,bacon3,0.1,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.1_S48,S-3,bacon3,0.1,48,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.1_S49,S-3,bacon3,0.1,49,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-3_N0.1_S50,S-3,bacon3,0.1,50,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_S-3_N0.1_S51,S-3,bacon3,0.1,51,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon7_S-3_N0.1_S42,S-3,bacon7,0.1,42,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S43,S-3,bacon7,0.1,43,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S44,S-3,bacon7,0.1,44,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S45,S-3,bacon7,0.1,45,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S46,S-3,bacon7,0.1,46,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S47,S-3,bacon7,0.1,47,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S48,S-3,bacon7,0.1,48,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S49,S-3,bacon7,0.1,49,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S50,S-3,bacon7,0.1,50,No law found,0.0000,0.00,Failed
bacon7_S-3_N0.1_S51,S-3,bacon7,0.1,51,No law found,0.0000,0.00,Failed
bacon3_S-4_N0.0_S42,S-4,bacon3,0.0,42,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_S-4_N0.0_S43,S-4,bacon3,0.0,43,Failed to find a simple closing relation.,0.0000,0.02,Failed
bacon3_S-4_N0.0_S44,S-4,bacon3,0.0,44,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.0_S45,S-4,bacon3,0.0,45,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.0_S46,S-4,bacon3,0.0,46,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.0_S47,S-4,bacon3,0.0,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.0_S48,S-4,bacon3,0.0,48,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.0_S49,S-4,bacon3,0.0,49,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.0_S50,S-4,bacon3,0.0,50,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.0_S51,S-4,bacon3,0.0,51,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon7_S-4_N0.0_S42,S-4,bacon7,0.0,42,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S43,S-4,bacon7,0.0,43,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S44,S-4,bacon7,0.0,44,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S45,S-4,bacon7,0.0,45,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S46,S-4,bacon7,0.0,46,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S47,S-4,bacon7,0.0,47,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S48,S-4,bacon7,0.0,48,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S49,S-4,bacon7,0.0,49,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S50,S-4,bacon7,0.0,50,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.0_S51,S-4,bacon7,0.0,51,No law found,0.0000,0.00,Failed
bacon3_S-4_N0.01_S42,S-4,bacon3,0.01,42,y = 0.06493 * (y**2) + 2.681,0.9045,0.01,Success
bacon3_S-4_N0.01_S43,S-4,bacon3,0.01,43,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.01_S44,S-4,bacon3,0.01,44,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.01_S45,S-4,bacon3,0.01,45,y = 0.06477 * (y**2) + 2.831,0.9135,0.01,Success
bacon3_S-4_N0.01_S46,S-4,bacon3,0.01,46,y = 0.06362 * (y**2) + 2.788,0.9118,0.01,Success
bacon3_S-4_N0.01_S47,S-4,bacon3,0.01,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.01_S48,S-4,bacon3,0.01,48,y = 0.06667 * (y**2) + 2.653,0.9082,0.01,Success
bacon3_S-4_N0.01_S49,S-4,bacon3,0.01,49,y = 0.06803 * (y**2) + 2.646,0.9053,0.01,Success
bacon3_S-4_N0.01_S50,S-4,bacon3,0.01,50,y = 0.06724 * (y**2) + 2.591,0.9018,0.01,Success
bacon3_S-4_N0.01_S51,S-4,bacon3,0.01,51,y = 0.06372 * (y**2) + 2.767,0.9057,0.01,Success
bacon7_S-4_N0.01_S42,S-4,bacon7,0.01,42,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S43,S-4,bacon7,0.01,43,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S44,S-4,bacon7,0.01,44,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S45,S-4,bacon7,0.01,45,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S46,S-4,bacon7,0.01,46,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S47,S-4,bacon7,0.01,47,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S48,S-4,bacon7,0.01,48,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S49,S-4,bacon7,0.01,49,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S50,S-4,bacon7,0.01,50,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.01_S51,S-4,bacon7,0.01,51,No law found,0.0000,0.00,Failed
bacon3_S-4_N0.02_S42,S-4,bacon3,0.02,42,y = 0.06478 * (y**2) + 2.685,0.9039,0.01,Success
bacon3_S-4_N0.02_S43,S-4,bacon3,0.02,43,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.02_S44,S-4,bacon3,0.02,44,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.02_S45,S-4,bacon3,0.02,45,y = 0.06472 * (y**2) + 2.831,0.9129,0.01,Success
bacon3_S-4_N0.02_S46,S-4,bacon3,0.02,46,y = 0.06354 * (y**2) + 2.789,0.9112,0.01,Success
bacon3_S-4_N0.02_S47,S-4,bacon3,0.02,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.02_S48,S-4,bacon3,0.02,48,y = 0.06667 * (y**2) + 2.649,0.9084,0.01,Success
bacon3_S-4_N0.02_S49,S-4,bacon3,0.02,49,y = 0.06812 * (y**2) + 2.635,0.9036,0.01,Success
bacon3_S-4_N0.02_S50,S-4,bacon3,0.02,50,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.02_S51,S-4,bacon3,0.02,51,y = 0.06389 * (y**2) + 2.748,0.9051,0.01,Success
bacon7_S-4_N0.02_S42,S-4,bacon7,0.02,42,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S43,S-4,bacon7,0.02,43,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S44,S-4,bacon7,0.02,44,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S45,S-4,bacon7,0.02,45,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S46,S-4,bacon7,0.02,46,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S47,S-4,bacon7,0.02,47,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S48,S-4,bacon7,0.02,48,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S49,S-4,bacon7,0.02,49,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S50,S-4,bacon7,0.02,50,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.02_S51,S-4,bacon7,0.02,51,No law found,0.0000,0.00,Failed
bacon3_S-4_N0.05_S42,S-4,bacon3,0.05,42,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.05_S43,S-4,bacon3,0.05,43,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.05_S44,S-4,bacon3,0.05,44,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.05_S45,S-4,bacon3,0.05,45,y = 0.06442 * (y**2) + 2.821,0.9060,0.01,Success
bacon3_S-4_N0.05_S46,S-4,bacon3,0.05,46,y = 0.06328 * (y**2) + 2.777,0.9055,0.01,Success
bacon3_S-4_N0.05_S47,S-4,bacon3,0.05,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.05_S48,S-4,bacon3,0.05,48,y = 0.06655 * (y**2) + 2.621,0.9036,0.01,Success
bacon3_S-4_N0.05_S49,S-4,bacon3,0.05,49,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.05_S50,S-4,bacon3,0.05,50,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.05_S51,S-4,bacon3,0.05,51,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon7_S-4_N0.05_S42,S-4,bacon7,0.05,42,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S43,S-4,bacon7,0.05,43,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S44,S-4,bacon7,0.05,44,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S45,S-4,bacon7,0.05,45,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S46,S-4,bacon7,0.05,46,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S47,S-4,bacon7,0.05,47,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S48,S-4,bacon7,0.05,48,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S49,S-4,bacon7,0.05,49,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S50,S-4,bacon7,0.05,50,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.05_S51,S-4,bacon7,0.05,51,No law found,0.0000,0.00,Failed
bacon3_S-4_N0.1_S42,S-4,bacon3,0.1,42,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S43,S-4,bacon3,0.1,43,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S44,S-4,bacon3,0.1,44,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S45,S-4,bacon3,0.1,45,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S46,S-4,bacon3,0.1,46,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S47,S-4,bacon3,0.1,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S48,S-4,bacon3,0.1,48,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S49,S-4,bacon3,0.1,49,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S50,S-4,bacon3,0.1,50,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_S-4_N0.1_S51,S-4,bacon3,0.1,51,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon7_S-4_N0.1_S42,S-4,bacon7,0.1,42,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S43,S-4,bacon7,0.1,43,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S44,S-4,bacon7,0.1,44,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S45,S-4,bacon7,0.1,45,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S46,S-4,bacon7,0.1,46,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S47,S-4,bacon7,0.1,47,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S48,S-4,bacon7,0.1,48,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S49,S-4,bacon7,0.1,49,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S50,S-4,bacon7,0.1,50,No law found,0.0000,0.00,Failed
bacon7_S-4_N0.1_S51,S-4,bacon7,0.1,51,No law found,0.0000,0.00,Failed
bacon3_T-1_N0.0_S42,T-1,bacon3,0.0,42,V = 1 * (I*R) + 0,1.0000,0.05,Success
bacon3_T-1_N0.0_S43,T-1,bacon3,0.0,43,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S44,T-1,bacon3,0.0,44,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S45,T-1,bacon3,0.0,45,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S46,T-1,bacon3,0.0,46,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S47,T-1,bacon3,0.0,47,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S48,T-1,bacon3,0.0,48,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S49,T-1,bacon3,0.0,49,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S50,T-1,bacon3,0.0,50,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon3_T-1_N0.0_S51,T-1,bacon3,0.0,51,V = 1 * (I*R) + 0,1.0000,0.04,Success
bacon7_T-1_N0.0_S42,T-1,bacon7,0.0,42,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S43,T-1,bacon7,0.0,43,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S44,T-1,bacon7,0.0,44,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S45,T-1,bacon7,0.0,45,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S46,T-1,bacon7,0.0,46,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S47,T-1,bacon7,0.0,47,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S48,T-1,bacon7,0.0,48,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S49,T-1,bacon7,0.0,49,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S50,T-1,bacon7,0.0,50,V/(I*R) = 1,1.0000,0.00,Success
bacon7_T-1_N0.0_S51,T-1,bacon7,0.0,51,V/(I*R) = 1,1.0000,0.00,Success
bacon3_T-1_N0.01_S42,T-1,bacon3,0.01,42,V = 0.9963 * (I*R) + 0.02346,0.9983,0.04,Success
bacon3_T-1_N0.01_S43,T-1,bacon3,0.01,43,V = 0.9955 * (I*R) + 0.003864,0.9981,0.04,Success
bacon3_T-1_N0.01_S44,T-1,bacon3,0.01,44,V = 1.002 * (I*R) - 0.02983,0.9985,0.03,Success
bacon3_T-1_N0.01_S45,T-1,bacon3,0.01,45,V = 1.001 * (I*R) - 0.01044,0.9983,0.03,Success
bacon3_T-1_N0.01_S46,T-1,bacon3,0.01,46,V = 1.004 * (I*R) - 0.005948,0.9983,0.03,Success
bacon3_T-1_N0.01_S47,T-1,bacon3,0.01,47,V = 0.9971 * (I*R) + 0.0146,0.9982,0.04,Success
bacon3_T-1_N0.01_S48,T-1,bacon3,0.01,48,V = 0.9963 * (I*R) + 0.03081,0.9979,0.04,Success
bacon3_T-1_N0.01_S49,T-1,bacon3,0.01,49,V = 0.9984 * (I*R) + 0.00586,0.9983,0.04,Success
bacon3_T-1_N0.01_S50,T-1,bacon3,0.01,50,V = 0.9947 * (I*R) + 0.008538,0.9982,0.03,Success
bacon3_T-1_N0.01_S51,T-1,bacon3,0.01,51,V = 0.9978 * (I*R) + 0.003858,0.9981,0.04,Success
bacon7_T-1_N0.01_S42,T-1,bacon7,0.01,42,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S43,T-1,bacon7,0.01,43,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S44,T-1,bacon7,0.01,44,V/(I*R) = 0.9882,0.9982,0.01,Success
bacon7_T-1_N0.01_S45,T-1,bacon7,0.01,45,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S46,T-1,bacon7,0.01,46,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S47,T-1,bacon7,0.01,47,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S48,T-1,bacon7,0.01,48,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S49,T-1,bacon7,0.01,49,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S50,T-1,bacon7,0.01,50,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.01_S51,T-1,bacon7,0.01,51,No law found,0.0000,0.00,Failed
bacon3_T-1_N0.02_S42,T-1,bacon3,0.02,42,V = 0.9927 * (I*R) + 0.04692,0.9931,0.04,Success
bacon3_T-1_N0.02_S43,T-1,bacon3,0.02,43,V = 0.9911 * (I*R) + 0.007728,0.9926,0.03,Success
bacon3_T-1_N0.02_S44,T-1,bacon3,0.02,44,V = 1.004 * (I*R) - 0.05966,0.9941,0.03,Success
bacon3_T-1_N0.02_S45,T-1,bacon3,0.02,45,V = 1.002 * (I*R) - 0.02088,0.9933,0.03,Success
bacon3_T-1_N0.02_S46,T-1,bacon3,0.02,46,V = 1.009 * (I*R) - 0.0119,0.9933,0.04,Success
bacon3_T-1_N0.02_S47,T-1,bacon3,0.02,47,V = 0.9942 * (I*R) + 0.0292,0.9928,0.03,Success
bacon3_T-1_N0.02_S48,T-1,bacon3,0.02,48,V = 0.9926 * (I*R) + 0.06161,0.9916,0.03,Success
bacon3_T-1_N0.02_S49,T-1,bacon3,0.02,49,V = 0.9967 * (I*R) + 0.01172,0.9933,0.03,Success
bacon3_T-1_N0.02_S50,T-1,bacon3,0.02,50,V = 0.9894 * (I*R) + 0.01708,0.9927,0.03,Success
bacon3_T-1_N0.02_S51,T-1,bacon3,0.02,51,V = 0.9956 * (I*R) + 0.007717,0.9924,0.03,Success
bacon7_T-1_N0.02_S42,T-1,bacon7,0.02,42,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S43,T-1,bacon7,0.02,43,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S44,T-1,bacon7,0.02,44,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S45,T-1,bacon7,0.02,45,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S46,T-1,bacon7,0.02,46,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S47,T-1,bacon7,0.02,47,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S48,T-1,bacon7,0.02,48,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S49,T-1,bacon7,0.02,49,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S50,T-1,bacon7,0.02,50,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.02_S51,T-1,bacon7,0.02,51,No law found,0.0000,0.00,Failed
bacon3_T-1_N0.05_S42,T-1,bacon3,0.05,42,Failed to find a simple closing relation.,0.0000,0.02,Failed
bacon3_T-1_N0.05_S43,T-1,bacon3,0.05,43,V = 0.06631 * (V**2) + 2.304,0.9007,0.01,Success
bacon3_T-1_N0.05_S44,T-1,bacon3,0.05,44,V = 0.06146 * (V**2) + 2.2,0.9074,0.02,Success
bacon3_T-1_N0.05_S45,T-1,bacon3,0.05,45,Failed to find a simple closing relation.,0.0000,0.02,Failed
bacon3_T-1_N0.05_S46,T-1,bacon3,0.05,46,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.05_S47,T-1,bacon3,0.05,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.05_S48,T-1,bacon3,0.05,48,V = 0.0615 * (V**2) + 2.513,0.9024,0.02,Success
bacon3_T-1_N0.05_S49,T-1,bacon3,0.05,49,V = 0.06565 * (V**2) + 2.19,0.9060,0.02,Success
bacon3_T-1_N0.05_S50,T-1,bacon3,0.05,50,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.05_S51,T-1,bacon3,0.05,51,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon7_T-1_N0.05_S42,T-1,bacon7,0.05,42,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S43,T-1,bacon7,0.05,43,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S44,T-1,bacon7,0.05,44,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S45,T-1,bacon7,0.05,45,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S46,T-1,bacon7,0.05,46,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S47,T-1,bacon7,0.05,47,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S48,T-1,bacon7,0.05,48,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S49,T-1,bacon7,0.05,49,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S50,T-1,bacon7,0.05,50,No law found,0.0000,0.00,Failed
bacon7_T-1_N0.05_S51,T-1,bacon7,0.05,51,No law found,0.0000,0.00,Failed
bacon3_T-1_N0.1_S42,T-1,bacon3,0.1,42,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.1_S43,T-1,bacon3,0.1,43,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.1_S44,T-1,bacon3,0.1,44,Failed to find a simple closing relation.,0.0000,0.00,Failed
bacon3_T-1_N0.1_S45,T-1,bacon3,0.1,45,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.1_S46,T-1,bacon3,0.1,46,Failed to find a simple closing relation.,0.0000,0.01,Failed
bacon3_T-1_N0.1_S47,T-1,bacon3,0.1,47,Failed to find a simple closing relation.,0.0000,0.01,Failed
